"id","X","treatment","outcome","estimated_control_probability","estimated_treatment_probability","estimated_CATE","cate_se","cate_lower","cate_upper","true_CATE","CATE_error"
1,-2.15783000843202,1,0,0.0911849130555433,0.163307742018353,0.0721228289628102,0.0272871065700027,0.0186410828432986,0.125604575082322,0,0.0721228289628102
2,0.262624602491902,0,0,0.0989026684508639,0.0914574830336452,-0.00744518541721871,0.0097015738079744,-0.0264599206742056,0.0115695498397682,0,-0.00744518541721871
3,-0.386676890194971,1,0,0.0967770294846938,0.107326775695782,0.0105497462110887,0.0102187652457344,-0.0094786656370204,0.0305781580591978,0,0.0105497462110887
4,1.44067391441077,1,0,0.102865546700354,0.0679738023068148,-0.0348917443935391,0.0151372188392292,-0.0645601481445296,-0.00522334064254866,-0.04,0.00510825560646085
5,-0.816303408846286,1,0,0.0953930591814388,0.119117654373906,0.0237245951924676,0.0126232795959079,-0.0010165781822913,0.0484657685672265,0,0.0237245951924676
6,-1.65162532995243,0,0,0.0927528090941943,0.14525666533375,0.0525038562395557,0.0207269327428769,0.0118798145535329,0.0931278979255785,0,0.0525038562395557
7,0.379407906987762,0,1,0.0992893683810088,0.0888372801423762,-0.0104520882386326,0.00998188487850612,-0.0300162230983295,0.0091120466210644,0,-0.0104520882386326
8,-0.697574000048641,1,0,0.0957737460663465,0.115751509879621,0.0199777638132743,0.0118131274663038,-0.003175540565462,0.0431310681920106,0,0.0199777638132743
9,0.0894578348580843,1,0,0.0983317362758567,0.0954706904526765,-0.00286104582318017,0.00947256644641042,-0.0214269348993071,0.0157048432529468,0,-0.00286104582318017
10,-0.337491574719086,0,0,0.0969366105297214,0.106044448629945,0.00910783810022399,0.0100435017999225,-0.0105770637062872,0.0287927399067352,0,0.00910783810022399
11,-0.866052453494144,1,0,0.0952339496054749,0.120553100719696,0.0253191511142213,0.0129923221322864,-0.000145332340602683,0.0507836345690452,0,0.0253191511142213
12,-1.55520943781429,1,0,0.093054174175213,0.142012457520625,0.0489582833454119,0.0196074634797565,0.0105283610969047,0.0873882055939192,0,0.0489582833454119
13,0.271615954996067,0,0,0.0989323934567111,0.0912533040912074,-0.00767908936550368,0.00971979057587863,-0.0267295288314976,0.0113713501004903,0,-0.00767908936550368
14,-1.72156336985557,0,0,0.0925347538744009,0.147648259098164,0.055113505223763,0.0215657571210821,0.012845397967104,0.097381612480422,0,0.055113505223763
15,0.497346776305901,0,1,0.0996812594329454,0.0862600956941392,-0.0134211637388062,0.0103522892941833,-0.0337112779129452,0.0068689504353327,0,-0.0134211637388062
16,0.895864774269119,0,0,0.101015660353569,0.0780458684221509,-0.0229697919314179,0.0120830348319171,-0.0466521050259183,0.000712521163082475,-0.04,0.0170302080685821
17,0.483980759182466,1,0,0.0996367773874445,0.0865487309693032,-0.0130880464181413,0.0103063351072333,-0.0332880920409192,0.00711199920463662,0,-0.0130880464181413
18,-0.591984926376802,0,0,0.0961134411000582,0.112827665763067,0.0167142246630085,0.0111818377390824,-0.00520177458656369,0.0386302239125807,0,0.0167142246630085
19,0.261699282032813,0,0,0.0988996098344246,0.0914785188525129,-0.00742109098191174,0.00969973244156143,-0.0264322172270469,0.0115900352632234,0,-0.00742109098191174
20,-1.22220671705925,0,0,0.0941018017761553,0.131270454048736,0.037168652272581,0.016087692733837,0.00563735391991386,0.0686999506252482,0,0.037168652272581
